accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
MH750256	MH750256.1	BR_CE_183_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750257	MH750257.1	BR_CE_184_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750258	MH750258.1	BR_CE_189_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750259	MH750259.1	BR_CE_190_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750260	MH750260.1	BR_CE_193_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750261	MH750261.1	BR_CE_220_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750262	MH750262.1	BR_CE_230_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750263	MH750263.1	BR_CE_232_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750264	MH750264.1	BR_CE_275_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750265	MH750265.1	BR_CE_277_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750267	MH750267.1	BR_CE_332_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750268	MH750268.1	BR_CE_333_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750269	MH750269.1	BR_CE_364_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750270	MH750270.1	BR_CE_368_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750271	MH750271.1	BR_CE_375_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750272	MH750272.1	BR_CE_396_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750273	MH750273.1	BR_CE_397_2013	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MH750275	MH750275.1	BR_CE_577_2012	2013-XX-XX	South America	Brazil	Fortaleza	Ce	Homo sapiens	2019-09-15		Moura et al		Moura,F.E.A., Thomazelli,L.M., Campelo,F.S., Delfraro,A., Arbiza,J., Durigon,E.L.	
MK306295	MK306295.1	MK306295	2013-XX-XX	Asia	Taiwan			Homo sapiens	2020-01-11		Lee et al		Lee,C.-Y.	
MK306296	MK306296.1	MK306296	2013-XX-XX	Asia	Taiwan			Homo sapiens	2020-01-11		Lee et al		Lee,C.-Y.	
MK306297	MK306297.1	MK306297	2013-XX-XX	Asia	Taiwan			Homo sapiens	2020-01-11		Lee et al		Lee,C.-Y.	
MK306298	MK306298.1	MK306298	2013-XX-XX	Asia	Taiwan			Homo sapiens	2020-01-11		Lee et al		Lee,C.-Y.	
MK306299	MK306299.1	MK306299	2013-XX-XX	Asia	Taiwan			Homo sapiens	2020-01-11		Lee et al		Lee,C.-Y.	
MN122449	MN122449.1	RSVA/Portugal/su53/2012-13	2013-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.	
MN122562	MN122562.1	RSVA/Portugal/su4/2012-13	2013-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.	
MN531557	MN531557.1	MN531557	2013-XX-XX	North America	USA			Homo sapiens	2020-03-03		Chu et al		Chu,H., Scott,E., Roychoudhury,P.	
MZ954934	MZ954934.1	IND/RM1/2013	2013-XX-XX	Asia	India			Homo sapiens	2022-02-28		Sarkar et al		Sarkar,S., Ratho,R.K., Singh,M.	
MZ954935	MZ954935.1	IND/RM7/2014	2013-XX-XX	Asia	India			Homo sapiens	2022-02-28		Sarkar et al		Sarkar,S., Ratho,R.K., Singh,M.	
MZ954991	MZ954991.1	IND/RM5/2013	2013-XX-XX	Asia	India			Homo sapiens	2022-02-28		Sarkar et al		Sarkar,S., Ratho,R.K., Singh,M.	
OM962802	OM962802.1	MetroManila.PHL/2013/024	2013-XX-XX	Asia	Philippines			Homo sapiens	2022-06-29		Calaor-Morin et al		Calaor-Morin,J., Arguelles,V.L., Foronda,J.L., Tan,A., Lagamayo,E., Dapat,C., Lupisan,S., Morin,J.C., Foronda,J.L.M.	
OM962803	OM962803.1	Benguet.PHL/2013/004	2013-XX-XX	Asia	Philippines			Homo sapiens	2022-06-29		Calaor-Morin et al		Calaor-Morin,J., Arguelles,V.L., Foronda,J.L., Tan,A., Lagamayo,E., Dapat,C., Lupisan,S., Morin,J.C., Foronda,J.L.M.	
OM962809	OM962809.1	MetroManila.PHL/2013/064	2013-XX-XX	Asia	Philippines			Homo sapiens	2022-06-29		Calaor-Morin et al		Calaor-Morin,J., Arguelles,V.L., Foronda,J.L., Tan,A., Lagamayo,E., Dapat,C., Lupisan,S., Morin,J.C., Foronda,J.L.M.	
AB918734	AB918734.1	AB918734	2013-01-XX	Asia	Japan	Okinawa		Homo sapiens	2014-03-20		Nidaira et al		Nidaira,M., Kato,T., Arakaki,E., Kyan,H., Takara,T., Okano,S., Kudaka,J.	
KJ130603	KJ130603.1	CQ_Jan-2013/4240	2013-01-XX	Asia	China			Homo sapiens	2015-01-31		Ren et al		Ren,L., Xia,Q., Xiao,Q., Zhou,L., Zang,N., Long,X., Xie,X., Deng,Y., Wang,L., Fu,Z., Tian,D., Zhao,Y., Zhao,X., Li,T., Huang,A., Liu,E.	
KJ130604	KJ130604.1	CQ_Jan-2013/4261	2013-01-XX	Asia	China			Homo sapiens	2015-01-31		Ren et al		Ren,L., Xia,Q., Xiao,Q., Zhou,L., Zang,N., Long,X., Xie,X., Deng,Y., Wang,L., Fu,Z., Tian,D., Zhao,Y., Zhao,X., Li,T., Huang,A., Liu,E.	
KJ130645	KJ130645.1	CQ_Jan-2013/4219	2013-01-XX	Asia	China			Homo sapiens	2015-01-31		Ren et al		Ren,L., Xia,Q., Xiao,Q., Zhou,L., Zang,N., Long,X., Xie,X., Deng,Y., Wang,L., Fu,Z., Tian,D., Zhao,Y., Zhao,X., Li,T., Huang,A., Liu,E.	
KJ130651	KJ130651.1	CQ_Jan-2013/4219	2013-01-XX	Asia	China			Homo sapiens	2015-01-31		Ren et al		Ren,L., Xia,Q., Xiao,Q., Zhou,L., Zang,N., Long,X., Xie,X., Deng,Y., Wang,L., Fu,Z., Tian,D., Zhao,Y., Zhao,X., Li,T., Huang,A., Liu,E.	
KM433999	KM433999.1	BJ/41642	2013-01-XX	Asia	China			Homo sapiens	2015-06-22		Cui et al		Cui,G., Zhu,R., Deng,J., Zhao,L., Sun,Y., Wang,F., Qian,Y.	
KM434000	KM434000.1	BJ/42152	2013-01-XX	Asia	China			Homo sapiens	2015-06-22		Cui et al		Cui,G., Zhu,R., Deng,J., Zhao,L., Sun,Y., Wang,F., Qian,Y.	
KM873379	KM873379.1	TBp-13-0037	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873407	KM873407.1	TEv-13-0028	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873408	KM873408.1	TEv-13-0029	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873409	KM873409.1	TEv-13-0032	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873410	KM873410.1	TEv-13-0034	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873411	KM873411.1	TEv-13-0037	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873412	KM873412.1	TEv-13-0045	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873413	KM873413.1	TEv-13-0046	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873436	KM873436.1	TOp-13-0008	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873437	KM873437.1	TOp-13-0026	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KM873438	KM873438.1	TOp-13-0042	2013-01-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.	
KP284583	KP284583.1	KP284583	2013-01-XX	Europe	Italy			Homo sapiens	2015-05-16		Esposito et al		Esposito,S., Piralla,A., Zampiero,A., Bianchini,S., Di Pietro,G., Scala,A., Pinzani,R., Fossali,E., Baldanti,F., Principi,N.	
KP284590	KP284590.1	KP284590	2013-01-XX	Europe	Italy			Homo sapiens	2015-05-16		Esposito et al		Esposito,S., Piralla,A., Zampiero,A., Bianchini,S., Di Pietro,G., Scala,A., Pinzani,R., Fossali,E., Baldanti,F., Principi,N.	
KP284591	KP284591.1	KP284591	2013-01-XX	Europe	Italy			Homo sapiens	2015-05-16		Esposito et al		Esposito,S., Piralla,A., Zampiero,A., Bianchini,S., Di Pietro,G., Scala,A., Pinzani,R., Fossali,E., Baldanti,F., Principi,N.	
KP284592	KP284592.1	KP284592	2013-01-XX	Europe	Italy			Homo sapiens	2015-05-16		Esposito et al		Esposito,S., Piralla,A., Zampiero,A., Bianchini,S., Di Pietro,G., Scala,A., Pinzani,R., Fossali,E., Baldanti,F., Principi,N.	
KP284593	KP284593.1	KP284593	2013-01-XX	Europe	Italy			Homo sapiens	2015-05-16		Esposito et al		Esposito,S., Piralla,A., Zampiero,A., Bianchini,S., Di Pietro,G., Scala,A., Pinzani,R., Fossali,E., Baldanti,F., Principi,N.	
KP284594	KP284594.1	KP284594	2013-01-XX	Europe	Italy			Homo sapiens	2015-05-16		Esposito et al		Esposito,S., Piralla,A., Zampiero,A., Bianchini,S., Di Pietro,G., Scala,A., Pinzani,R., Fossali,E., Baldanti,F., Principi,N.	
MT156385	MT156385.1	1301153.RM	2013-01-XX	Europe	Italy			Homo sapiens	2020-03-24		Midulla et al		Midulla,F., Di Mattia,G., Nenna,R., Scagnolari,C., Viscido,A., Oliveto,G., Petrarca,L., Frassanito,A., Arima,S., Antonelli,G., Pierangeli,A.	
MT156386	MT156386.1	1301161.RM	2013-01-XX	Europe	Italy			Homo sapiens	2020-03-24		Midulla et al		Midulla,F., Di Mattia,G., Nenna,R., Scagnolari,C., Viscido,A., Oliveto,G., Petrarca,L., Frassanito,A., Arima,S., Antonelli,G., Pierangeli,A.	
MT156387	MT156387.1	1301165.RM	2013-01-XX	Europe	Italy			Homo sapiens	2020-03-24		Midulla et al		Midulla,F., Di Mattia,G., Nenna,R., Scagnolari,C., Viscido,A., Oliveto,G., Petrarca,L., Frassanito,A., Arima,S., Antonelli,G., Pierangeli,A.	
MF479449	MF479449.1	RSV5-13	2013-01-02	Europe	Croatia			Homo sapiens	2018-01-01		Ivancic-Jelecki et al		Ivancic-Jelecki,J., Slovic,A., Ljubin-Sternak,S., Mlinaric-Galinovic,G., Forcic,D.	
MF479489	MF479489.1	HR15-13	2013-01-02	Europe	Croatia			Homo sapiens	2018-01-01		Ivancic-Jelecki et al		Ivancic-Jelecki,J., Slovic,A., Ljubin-Sternak,S., Mlinaric-Galinovic,G., Forcic,D.	
KX453303	KX453303.1	KEN/Kilifi/1126_03/01/2013	2013-01-03	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
KY982517	KY982517.1	KY982517	2013-01-03	North America	USA	Tennessee		Homo sapiens	2017-05-14		Shrivastava et al		Shrivastava,S., Halpin,R.A., Puri,V., Fedorova,N.B., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Pickett,B.E., Moore,M., Chappell,J., Larkin,E., Wentworth,D.E., Anderson,L.J., Hartert,T.	
MH181978	MH181978.1	KEN/KILIFI/WGS/1126_03/01/2013	2013-01-03	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
AB808777	AB808777.1	AB808777	2013-01-04	Asia	Japan	Yamaguchi		Homo sapiens	2013-06-11		Tsukagoshi et al		Tsukagoshi,H., Yokoi,H., Kobayashi,M., Kushibuchi,I., Okamoto-Nakagawa,R., Yoshida,A., Morita,Y., Noda,M., Yamamoto,N., Sugai,K., Oishi,K., Kozawa,K., Kuroda,M., Shirabe,K., Kimura,H.	
KX453304	KX453304.1	KEN/Kilifi/1127_04/01/2013	2013-01-04	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
MF479490	MF479490.1	HR41-13	2013-01-04	Europe	Croatia			Homo sapiens	2018-01-01		Ivancic-Jelecki et al		Ivancic-Jelecki,J., Slovic,A., Ljubin-Sternak,S., Mlinaric-Galinovic,G., Forcic,D.	
MT853791	MT853791.1	MAL/011/Jan-13	2013-01-06	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.	
KP269209	KP269209.1	IND/HRSVA/LKO/13/0291	2013-01-07	Asia	India			Homo sapiens	2015-01-18		Singh et al		Singh,A.K., Jain,A., Jain,B., Dangi,T., Verma,A.K., Dwivedi,M., Kushwaha,R.	
KX453305	KX453305.1	KEN/Kilifi/1128_07/01/2013	2013-01-07	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
MH181979	MH181979.1	KEN/KILIFI/WGS/1128_07/01/2013	2013-01-07	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
KC754741	KC754741.1	KC754741	2013-01-08	North America	Cuba			Homo sapiens	2014-09-25		Valdes et al		Valdes,O., Corso,M., Pinon,A., Acosta,B., Savon,C., Gonzalez,G., Mune,M., Hernandez,B., Echevarria,Y., Oropesa,S.	
KX453306	KX453306.1	KEN/Kilifi/1129_08/01/2013	2013-01-08	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
KY654513	KY654513.1	TEv-13-013	2013-01-08	Asia	Philippines			Homo sapiens	2017-04-03		Malasao et al		Malasao,R., Furuse,Y., Okamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Segubre-Mercado,E., Lupisan,S., Oshitani,H.	
MH181980	MH181980.1	KEN/KILIFI/WGS/1129_08/01/2013	2013-01-08	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
MT853756	MT853756.1	ZAM/017/Jan-13	2013-01-08	Africa	Zambia			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.	
KP269242	KP269242.1	IND/HRSVA/LKO/13/0296	2013-01-09	Asia	India			Homo sapiens	2015-01-18		Singh et al		Singh,A.K., Jain,A., Jain,B., Dangi,T., Verma,A.K., Dwivedi,M., Kushwaha,R.	
KX453307	KX453307.1	KEN/Kilifi/1130_09/01/2013	2013-01-09	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
MT854037	MT854037.1	ZAM/046/Jan-13	2013-01-09	Africa	Zambia			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.	
KX453308	KX453308.1	KEN/Kilifi/1131_10/01/2013	2013-01-10	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
KX533706	KX533706.1	KX533706	2013-01-10	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
KX533709	KX533709.1	KX533709	2013-01-10	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
MH181981	MH181981.1	KEN/KILIFI/WGS/1131_10/01/2013	2013-01-10	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
MT853912	MT853912.1	SAF/093/Jan-13	2013-01-10	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.	
MT854038	MT854038.1	ZAM/047/Jan-13	2013-01-10	Africa	Zambia			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.	
KX453309	KX453309.1	KEN/Kilifi/1132_11/01/2013	2013-01-11	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
KX453310	KX453310.1	KEN/Kilifi/1133_11/01/2013	2013-01-11	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
KX533544	KX533544.1	KX533544	2013-01-11	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
MH181982	MH181982.1	KEN/KILIFI/WGS/1132_11/01/2013	2013-01-11	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
MH181983	MH181983.1	KEN/KILIFI/WGS/1133_11/01/2013	2013-01-11	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
MK182718	MK182718.1	MK182718	2013-01-11	Asia	Saudi Arabia			Homo sapiens	2019-06-29		Al Aboud et al		Al Aboud,D., Al Aboud,N.M., Al-Malky,M.I.R., Abdel-Moneim,A.S., Al Aboud,D.M.	
KX453311	KX453311.1	KEN/Kilifi/1134_12/01/2013	2013-01-12	Africa	Kenya			Homo sapiens	2017-03-12		Otieno et al		Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.	
MF445745	MF445745.1	MF445745	2013-01-12	Asia	China			Homo sapiens	2019-12-31		Su et al		Su,Y., Wu,Y., Tian,R., Liang,G.	
MF445759	MF445759.1	MF445759	2013-01-12	Asia	China			Homo sapiens	2019-12-31		Su et al		Su,Y., Wu,Y., Tian,R., Liang,G.	
MF445921	MF445921.1	MF445921	2013-01-12	Asia	China			Homo sapiens	2019-12-31		Su et al		Su,Y., Wu,Y., Tian,R., Liang,G.	
MF445949	MF445949.1	MF445949	2013-01-12	Asia	China			Homo sapiens	2019-12-31		Su et al		Su,Y., Wu,Y., Tian,R., Liang,G.	
MH181984	MH181984.1	KEN/KILIFI/WGS/1134_12/01/2013	2013-01-12	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
KX533704	KX533704.1	KX533704	2013-01-13	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
