	accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
4435	KJ627740	KJ627740.1	RSV-A/US/BID-V8754/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4436	KJ643462	KJ643462.1	RSV-A/US/BID-V9372/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4437	KJ643463	KJ643463.1	RSV-A/US/BID-V9374/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4438	KJ643464	KJ643464.1	RSV-A/US/BID-V9375/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4439	KJ643465	KJ643465.1	RSV-A/US/BID-V9376/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4440	KJ643466	KJ643466.1	RSV-A/US/BID-V9377/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4441	KJ643467	KJ643467.1	RSV-A/US/BID-V9378/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4442	KJ643468	KJ643468.1	RSV-A/US/BID-V9379/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4443	KJ643469	KJ643469.1	RSV-A/US/BID-V9381/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4444	KJ643470	KJ643470.1	RSV-A/US/BID-V9382/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4445	KJ643471	KJ643471.1	RSV-A/US/BID-V9383/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4446	KJ643472	KJ643472.1	RSV-A/US/BID-V9384/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4447	KJ643473	KJ643473.1	RSV-A/US/BID-V9385/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4448	KJ643474	KJ643474.1	RSV-A/US/BID-V9386/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4449	KJ643475	KJ643475.1	RSV-A/US/BID-V9387/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4450	KJ643476	KJ643476.1	RSV-A/US/BID-V9388/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4451	KJ643477	KJ643477.1	RSV-A/US/BID-V9389/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4452	KJ643478	KJ643478.1	RSV-A/US/BID-V9390/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4453	KJ643479	KJ643479.1	RSV-A/US/BID-V9391/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4454	KJ643480	KJ643480.1	RSV-A/US/BID-V9392/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4455	KJ643481	KJ643481.1	RSV-A/US/BID-V9393/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4456	KJ643482	KJ643482.1	RSV-A/US/BID-V9394/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4457	KJ643483	KJ643483.1	RSV-A/US/BID-V9395/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4458	KJ643484	KJ643484.1	RSV-A/US/BID-V9396/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4459	KJ643485	KJ643485.1	RSV-A/US/BID-V9397/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4460	KJ643486	KJ643486.1	RSV-A/US/BID-V9398/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4461	KJ643487	KJ643487.1	RSV-A/US/BID-V9399/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4462	KJ643488	KJ643488.1	RSV-A/US/BID-V9400/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4463	KJ643489	KJ643489.1	RSV-A/US/BID-V9401/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4464	KJ643490	KJ643490.1	RSV-A/US/BID-V9404/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4465	KJ643491	KJ643491.1	RSV-A/US/BID-V9410/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4466	KJ643492	KJ643492.1	RSV-A/US/BID-V9411/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4467	KJ643493	KJ643493.1	RSV-A/US/BID-V9412/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4468	KJ643494	KJ643494.1	RSV-A/US/BID-V9413/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4469	KJ643495	KJ643495.1	RSV-A/US/BID-V9415/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4470	KJ643496	KJ643496.1	RSV-A/US/BID-V9416/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4471	KJ643497	KJ643497.1	RSV-A/US/BID-V9418/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4472	KJ643498	KJ643498.1	RSV-A/US/BID-V9419/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4473	KJ643499	KJ643499.1	RSV-A/US/BID-V9420/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4474	KJ643500	KJ643500.1	RSV-A/US/BID-V9422/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4475	KJ643501	KJ643501.1	RSV-A/US/BID-V9424/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4476	KJ643502	KJ643502.1	RSV-A/US/BID-V9425/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4477	KJ643503	KJ643503.1	RSV-A/US/BID-V9426/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4478	KJ643504	KJ643504.1	RSV-A/US/BID-V9427/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4479	KJ643505	KJ643505.1	RSV-A/US/BID-V9428/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4480	KJ643506	KJ643506.1	RSV-A/US/BID-V9429/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4481	KJ643507	KJ643507.1	RSV-A/US/BID-V9430/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4482	KJ643508	KJ643508.1	RSV-A/US/BID-V9431/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4483	KJ643509	KJ643509.1	RSV-A/US/BID-V9432/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4484	KJ643510	KJ643510.1	RSV-A/US/BID-V9433/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4485	KJ643511	KJ643511.1	RSV-A/US/BID-V9434/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4486	KJ643512	KJ643512.1	RSV-A/US/BID-V9435/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
4487	KJ643513	KJ643513.1	RSV-A/US/BID-V9437/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
